"Table 8: Stores Ranked by Total Dollar Sales, RY 2013–14"														
Transaction Avg. Value of														
Rank Store12 City Address Count Transaction Dollar Sales		store_text	text2	Store Number	LicenseeOrFulfillmentCenter	test	test	test	text	text2	AvgVal_text	AvgValueOfTransaction	DollarSales	TransactionCount
345	"1526 Phoenixville 785 Starr St 90,860 $25.46 $2,312,885.95"	1526 	"1526 Phoenixville 785 Starr St 90,860 $25.46 $2,312,885.95"	1526 	0				"$25.46 $2,312,885.95"	"$2,312,885.95"	$25.46	$25.46	"$2,312,885.95"	90843.91005
346	"4013 Wilkes-Barre S Main Plz 379 S Main St 109,365 $21.09 $2,306,139.12"	4013 	"4013 Wilkes-Barre S Main Plz 379 S Main St 109,365 $21.09 $2,306,139.12"	4013 	0				"$21.09 $2,306,139.12"	"$2,306,139.12"	$21.09	$21.09	"$2,306,139.12"	109347.5164
347	"2208 Harrisburg Uptown Plz 2943 N 7th St 112,954 $20.23 $2,285,569.38"	2208 	"2208 Harrisburg Uptown Plz 2943 N 7th St 112,954 $20.23 $2,285,569.38"	2208 	0				"$20.23 $2,285,569.38"	"$2,285,569.38"	$20.23	$20.23	"$2,285,569.38"	112979.2081
348	"1503 West Grove Shoppes At Jenners Village 831 W Baltimore Pike, Ste E 89,099 $25.62 $2,282,297.79"	1503 	"1503 West Grove Shoppes At Jenners Village 831 W Baltimore Pike, Ste E 89,099 $25.62 $2,282,297.79"	1503 	0				"$25.62 $2,282,297.79"	"$2,282,297.79"	$25.62	$25.62	"$2,282,297.79"	89082.66159
349	"220 Oakmont 624 Allegheny River Blvd 54,746 $41.61 $2,278,176.03"	220 	"220 Oakmont 624 Allegheny River Blvd 54,746 $41.61 $2,278,176.03"	220 	0				"$41.61 $2,278,176.03"	"$2,278,176.03"	$41.61	$41.61	"$2,278,176.03"	54750.68565
350	"230 Pittsburgh 529 Liberty Ave 131,051 $17.38 $2,277,248.86"	230 	"230 Pittsburgh 529 Liberty Ave 131,051 $17.38 $2,277,248.86"	230 	0				"$17.38 $2,277,248.86"	"$2,277,248.86"	$17.38	$17.38	"$2,277,248.86"	131026.977
351	"4032 West Hazleton 12 Diana Lane 73,562 $30.90 $2,272,875.69"	4032 	"4032 West Hazleton 12 Diana Lane 73,562 $30.90 $2,272,875.69"	4032 	0				"$30.90 $2,272,875.69"	"$2,272,875.69"	$30.90	$30.90	"$2,272,875.69"	73555.84757
352	"275 Pittsburgh 826 Hazelwood Ave 82,183 $27.64 $2,271,223.45"	275 	"275 Pittsburgh 826 Hazelwood Ave 82,183 $27.64 $2,271,223.45"	275 	0				"$27.64 $2,271,223.45"	"$2,271,223.45"	$27.64	$27.64	"$2,271,223.45"	82171.61541
353	"6512 Delmont Salem 22 Plz 6518 Rte 22, Ste 444 76,941 $29.48 $2,268,215.20"	6512 	"6512 Delmont Salem 22 Plz 6518 Rte 22, Ste 444 76,941 $29.48 $2,268,215.20"	6512 	0				"$29.48 $2,268,215.20"	"$2,268,215.20"	$29.48	$29.48	"$2,268,215.20"	76940.81411
354	"3618 Morgantown Clock Tower Plz Ii, Ste 1 2846 Main St 80,906 $27.85 $2,253,103.76"	3618 	"3618 Morgantown Clock Tower Plz Ii, Ste 1 2846 Main St 80,906 $27.85 $2,253,103.76"	3618 	0				"$27.85 $2,253,103.76"	"$2,253,103.76"	$27.85	$27.85	"$2,253,103.76"	80901.39174
355	"4104 Muncy 1274 E Penn St 72,923 $30.75 $2,242,464.43"	4104 	"4104 Muncy 1274 E Penn St 72,923 $30.75 $2,242,464.43"	4104 	0				"$30.75 $2,242,464.43"	"$2,242,464.43"	$30.75	$30.75	"$2,242,464.43"	72925.67252
356	"4644 Horsham 900 Village Mall 102,235 $21.87 $2,236,111.26"	4644 	"4644 Horsham 900 Village Mall 102,235 $21.87 $2,236,111.26"	4644 	0				"$21.87 $2,236,111.26"	"$2,236,111.26"	$21.87	$21.87	"$2,236,111.26"	102245.5995
357	"4007 Nanticoke 13 Weis Plz 85,164 $26.25 $2,235,764.10"	4007 	"4007 Nanticoke 13 Weis Plz 85,164 $26.25 $2,235,764.10"	4007 	0				"$26.25 $2,235,764.10"	"$2,235,764.10"	$26.25	$26.25	"$2,235,764.10"	85171.96571
358	"6501 Greensburg 105 Harrison Ave 63,992 $34.91 $2,234,219.31"	6501 	"6501 Greensburg 105 Harrison Ave 63,992 $34.91 $2,234,219.31"	6501 	0				"$34.91 $2,234,219.31"	"$2,234,219.31"	$34.91	$34.91	"$2,234,219.31"	63999.40733
359	"294 Mckeesport Olympia Shopping Ctr 4313 Walnut St 71,730 $31.04 $2,226,810.38"	294 	"294 Mckeesport Olympia Shopping Ctr 4313 Walnut St 71,730 $31.04 $2,226,810.38"	294 	0				"$31.04 $2,226,810.38"	"$2,226,810.38"	$31.04	$31.04	"$2,226,810.38"	71740.02513
360	"3520 Scranton Green Ridge Plz 1600 Nay Aug Ave 90,263 $24.59 $2,219,428.71"	3520 	"3520 Scranton Green Ridge Plz 1600 Nay Aug Ave 90,263 $24.59 $2,219,428.71"	3520 	0				"$24.59 $2,219,428.71"	"$2,219,428.71"	$24.59	$24.59	"$2,219,428.71"	90257.36926
361	"1513 Berwyn 552 Lancaster Ave 66,299 $33.29 $2,207,409.78"	1513 	"1513 Berwyn 552 Lancaster Ave 66,299 $33.29 $2,207,409.78"	1513 	0				"$33.29 $2,207,409.78"	"$2,207,409.78"	$33.29	$33.29	"$2,207,409.78"	66308.49444
362	"1519 Malvern The Shops At Great Valley 20 Liberty Blvd 64,882 $33.96 $2,203,245.95"	1519 	"1519 Malvern The Shops At Great Valley 20 Liberty Blvd 64,882 $33.96 $2,203,245.95"	1519 	0				"$33.96 $2,203,245.95"	"$2,203,245.95"	$33.96	$33.96	"$2,203,245.95"	64877.67815
363	"3601 New Holland New Holland Shopping Ctr 681 W Main St 77,757 $28.22 $2,194,167.96"	3601 	"3601 New Holland New Holland Shopping Ctr 681 W Main St 77,757 $28.22 $2,194,167.96"	3601 	0				"$28.22 $2,194,167.96"	"$2,194,167.96"	$28.22	$28.22	"$2,194,167.96"	77752.23104
364	"216 Carnegie 102 E Main St 89,584 $24.42 $2,187,335.31"	216 	"216 Carnegie 102 E Main St 89,584 $24.42 $2,187,335.31"	216 	0				"$24.42 $2,187,335.31"	"$2,187,335.31"	$24.42	$24.42	"$2,187,335.31"	89571.47052
365	"3502 Dickson City 1512 Scranton Carbondale H 70,411 $31.00 $2,182,668.60"	3502 	"3502 Dickson City 1512 Scranton Carbondale H 70,411 $31.00 $2,182,668.60"	3502 	0				"$31.00 $2,182,668.60"	"$2,182,668.60"	$31.00	$31.00	"$2,182,668.60"	70408.66452
366	"3805 Cleona Cleona Sq Shopping Ctr 471 W Penn Ave 73,971 $29.50 $2,182,286.49"	3805 	"3805 Cleona Cleona Sq Shopping Ctr 471 W Penn Ave 73,971 $29.50 $2,182,286.49"	3805 	0				"$29.50 $2,182,286.49"	"$2,182,286.49"	$29.50	$29.50	"$2,182,286.49"	73975.81322
367	"5120 Philadelphia Academy Plz 3246 Red Lion Rd 103,999 $20.97 $2,180,953.01"	5120 	"5120 Philadelphia Academy Plz 3246 Red Lion Rd 103,999 $20.97 $2,180,953.01"	5120 	0				"$20.97 $2,180,953.01"	"$2,180,953.01"	$20.97	$20.97	"$2,180,953.01"	104003.4816
368	"9212 Imperial Penn Lincoln Ctr 440 Penn Lincoln Dr 73,024 $29.67 $2,166,539.95"	9212 	"9212 Imperial Penn Lincoln Ctr 440 Penn Lincoln Dr 73,024 $29.67 $2,166,539.95"	9212 	0				"$29.67 $2,166,539.95"	"$2,166,539.95"	$29.67	$29.67	"$2,166,539.95"	73021.23188
369	"2606 Uniontown 140 Walnut Hill Rd 75,329 $28.47 $2,144,463.34"	2606 	"2606 Uniontown 140 Walnut Hill Rd 75,329 $28.47 $2,144,463.34"	2606 	0				"$28.47 $2,144,463.34"	"$2,144,463.34"	$28.47	$28.47	"$2,144,463.34"	75323.61574
370	"2603 Connellsville 808 Vanderbilt Rd 70,648 $30.26 $2,137,917.90"	2603 	"2603 Connellsville 808 Vanderbilt Rd 70,648 $30.26 $2,137,917.90"	2603 	0				"$30.26 $2,137,917.90"	"$2,137,917.90"	$30.26	$30.26	"$2,137,917.90"	70651.61599
371	"6314 Washington 980 Jefferson Ave 96,498 $22.15 $2,136,989.59"	6314 	"6314 Washington 980 Jefferson Ave 96,498 $22.15 $2,136,989.59"	6314 	0				"$22.15 $2,136,989.59"	"$2,136,989.59"	$22.15	$22.15	"$2,136,989.59"	96478.08533
372	"801 Sayre 2323 N Elmira St 69,535 $30.70 $2,134,848.97"	801 	"801 Sayre 2323 N Elmira St 69,535 $30.70 $2,134,848.97"	801 	0				"$30.70 $2,134,848.97"	"$2,134,848.97"	$30.70	$30.70	"$2,134,848.97"	69539.0544
373	"2304 Newtown Square Edgemont Sq Shopping Ctr 4839 West Chester Pike 61,715 $34.52 $2,130,676.14"	2304 	"2304 Newtown Square Edgemont Sq Shopping Ctr 4839 West Chester Pike 61,715 $34.52 $2,130,676.14"	2304 	0				"$34.52 $2,130,676.14"	"$2,130,676.14"	$34.52	$34.52	"$2,130,676.14"	61722.94728
374	"904 Perkasie Perkasie Sq 511 Constitution Ave 82,693 $25.63 $2,119,808.34"	904 	"904 Perkasie Perkasie Sq 511 Constitution Ave 82,693 $25.63 $2,119,808.34"	904 	0				"$25.63 $2,119,808.34"	"$2,119,808.34"	$25.63	$25.63	"$2,119,808.34"	82708.08974
375	"4308 Grove City 33 Pine Grove Sq Dr 76,974 $27.43 $2,111,449.01"	4308 	"4308 Grove City 33 Pine Grove Sq Dr 76,974 $27.43 $2,111,449.01"	4308 	0				"$27.43 $2,111,449.01"	"$2,111,449.01"	$27.43	$27.43	"$2,111,449.01"	76975.90266
376	"4031 Hazleton Hazleton Shopping Ctr 534 W Broad St 68,770 $30.67 $2,109,010.06"	4031 	"4031 Hazleton Hazleton Shopping Ctr 534 W Broad St 68,770 $30.67 $2,109,010.06"	4031 	0				"$30.67 $2,109,010.06"	"$2,109,010.06"	$30.67	$30.67	"$2,109,010.06"	68764.59276
377	"931 Perkasie 341 Dublin Pike 70,972 $29.71 $2,108,315.02"	931 	"931 Perkasie 341 Dublin Pike 70,972 $29.71 $2,108,315.02"	931 	0				"$29.71 $2,108,315.02"	"$2,108,315.02"	$29.71	$29.71	"$2,108,315.02"	70963.1444
378	"295 North Versailles Great Valley Mart 355 Lincoln Hwy 99,599 $21.12 $2,103,734.77"	295 	"295 North Versailles Great Valley Mart 355 Lincoln Hwy 99,599 $21.12 $2,103,734.77"	295 	0				"$21.12 $2,103,734.77"	"$2,103,734.77"	$21.12	$21.12	"$2,103,734.77"	99608.65388
379	"2805 Chambersburg Lincoln Way Shopping Ctr 1670 Lincoln Way E 90,884 $23.13 $2,102,392.99"	2805 	"2805 Chambersburg Lincoln Way Shopping Ctr 1670 Lincoln Way E 90,884 $23.13 $2,102,392.99"	2805 	0				"$23.13 $2,102,392.99"	"$2,102,392.99"	$23.13	$23.13	"$2,102,392.99"	90894.63856
380	"918 Trevose Trevose Shopping Plz 560 Andrews Rd 83,336 $25.22 $2,102,086.01"	918 	"918 Trevose Trevose Shopping Plz 560 Andrews Rd 83,336 $25.22 $2,102,086.01"	918 	0				"$25.22 $2,102,086.01"	"$2,102,086.01"	$25.22	$25.22	"$2,102,086.01"	83349.96075
381	"4801 Walnutport Walnutport Shopping Ctr 200C S Best Ave 74,437 $28.24 $2,101,861.84"	4801 	"4801 Walnutport Walnutport Shopping Ctr 200C S Best Ave 74,437 $28.24 $2,101,861.84"	4801 	0				"$28.24 $2,101,861.84"	"$2,101,861.84"	$28.24	$28.24	"$2,101,861.84"	74428.53541
382	"705 Altoona Chestnut Plz 220 E Chestnut Ave 83,968 $24.98 $2,097,266.64"	705 	"705 Altoona Chestnut Plz 220 E Chestnut Ave 83,968 $24.98 $2,097,266.64"	705 	0				"$24.98 $2,097,266.64"	"$2,097,266.64"	$24.98	$24.98	"$2,097,266.64"	83957.83187
383	"4034 Wyoming 1008 Wyoming Ave 73,675 $28.46 $2,096,753.92"	4034 	"4034 Wyoming 1008 Wyoming Ave 73,675 $28.46 $2,096,753.92"	4034 	0				"$28.46 $2,096,753.92"	"$2,096,753.92"	$28.46	$28.46	"$2,096,753.92"	73673.71469
384	"3503 Scranton Price Chopper Shopping Ctr 1520 S Main Ave 86,226 $24.28 $2,093,263.86"	3503 	"3503 Scranton Price Chopper Shopping Ctr 1520 S Main Ave 86,226 $24.28 $2,093,263.86"	3503 	0				"$24.28 $2,093,263.86"	"$2,093,263.86"	$24.28	$24.28	"$2,093,263.86"	86213.50329
385	"3202 Indiana 575 Philadelphia St 68,109 $30.65 $2,087,630.61"	3202 	"3202 Indiana 575 Philadelphia St 68,109 $30.65 $2,087,630.61"	3202 	0				"$30.65 $2,087,630.61"	"$2,087,630.61"	$30.65	$30.65	"$2,087,630.61"	68111.92855
386	"603 Sinking Spring Sinking Spring Plz 4880 Penn Ave 69,412 $29.99 $2,081,455.70"	603 	"603 Sinking Spring Sinking Spring Plz 4880 Penn Ave 69,412 $29.99 $2,081,455.70"	603 	0				"$29.99 $2,081,455.70"	"$2,081,455.70"	$29.99	$29.99	"$2,081,455.70"	69404.99166
387	"1009 Sarver 240 Buffalo Plz 67,734 $30.55 $2,069,586.92"	1009 	"1009 Sarver 240 Buffalo Plz 67,734 $30.55 $2,069,586.92"	1009 	0				"$30.55 $2,069,586.92"	"$2,069,586.92"	$30.55	$30.55	"$2,069,586.92"	67744.2527
388	"3518 Scranton Keyser Oak Plz, Str 11 1762 Keyser Oak Ave 79,263 $26.05 $2,064,780.43"	3518 	"3518 Scranton Keyser Oak Plz, Str 11 1762 Keyser Oak Ave 79,263 $26.05 $2,064,780.43"	3518 	0				"$26.05 $2,064,780.43"	"$2,064,780.43"	$26.05	$26.05	"$2,064,780.43"	79262.20461
389	"5198 Philadelphia Freedom Sq Shopping Ctr 5113 Germantown Ave 118,505 $17.40 $2,061,718.39"	5198 	"5198 Philadelphia Freedom Sq Shopping Ctr 5113 Germantown Ave 118,505 $17.40 $2,061,718.39"	5198 	0				"$17.40 $2,061,718.39"	"$2,061,718.39"	$17.40	$17.40	"$2,061,718.39"	118489.5626
390	"930 Warrington Doylestown Pt Plz 1661 Easton Rd 66,421 $30.86 $2,049,910.94"	930 	"930 Warrington Doylestown Pt Plz 1661 Easton Rd 66,421 $30.86 $2,049,910.94"	930 	0				"$30.86 $2,049,910.94"	"$2,049,910.94"	$30.86	$30.86	"$2,049,910.94"	66426.14841
391	"261 Pittsburgh 2629 Brownsville Rd 79,159 $25.72 $2,036,079.01"	261 	"261 Pittsburgh 2629 Brownsville Rd 79,159 $25.72 $2,036,079.01"	261 	0				"$25.72 $2,036,079.01"	"$2,036,079.01"	$25.72	$25.72	"$2,036,079.01"	79163.25855
392	"1102 Johnstown East Hills Plz 1513 Scalp Ave 72,894 $27.75 $2,022,691.30"	1102 	"1102 Johnstown East Hills Plz 1513 Scalp Ave 72,894 $27.75 $2,022,691.30"	1102 	0				"$27.75 $2,022,691.30"	"$2,022,691.30"	$27.75	$27.75	"$2,022,691.30"	72889.77658
393	"210 South Park The Bavarian Village 2550 Brownsville Rd 67,332 $30.03 $2,022,050.96"	210 	"210 South Park The Bavarian Village 2550 Brownsville Rd 67,332 $30.03 $2,022,050.96"	210 	0				"$30.03 $2,022,050.96"	"$2,022,050.96"	$30.03	$30.03	"$2,022,050.96"	67334.3643
394	"4303 Greenville 100 Hadley Rd, #7 62,454 $32.32 $2,018,623.00"	4303 	"4303 Greenville 100 Hadley Rd, #7 62,454 $32.32 $2,018,623.00"	4303 	0				"$32.32 $2,018,623.00"	"$2,018,623.00"	$32.32	$32.32	"$2,018,623.00"	62457.3948
395	"3521 Covington Twp 921 Drinker Tpke, Ste 23 70,777 $28.49 $2,016,391.52"	3521 	"3521 Covington Twp 921 Drinker Tpke, Ste 23 70,777 $28.49 $2,016,391.52"	3521 	0				"$28.49 $2,016,391.52"	"$2,016,391.52"	$28.49	$28.49	"$2,016,391.52"	70775.41313
396	"255 Cheswick Cheswick Plz 1302 Pittsburgh St 66,403 $30.14 $2,001,061.89"	255 	"255 Cheswick Cheswick Plz 1302 Pittsburgh St 66,403 $30.14 $2,001,061.89"	255 	0				"$30.14 $2,001,061.89"	"$2,001,061.89"	$30.14	$30.14	"$2,001,061.89"	66392.23258
397	"2111 Enola E Penn Ctr 736 Wertzville Road 73,465 $27.16 $1,995,512.51"	2111 	"2111 Enola E Penn Ctr 736 Wertzville Road 73,465 $27.16 $1,995,512.51"	2111 	0				"$27.16 $1,995,512.51"	"$1,995,512.51"	$27.16	$27.16	"$1,995,512.51"	73472.47828
398	"4902 Coal Twp The Plz At Coal Twp 9345 State Rte 61 65,609 $30.40 $1,994,591.22"	4902 	"4902 Coal Twp The Plz At Coal Twp 9345 State Rte 61 65,609 $30.40 $1,994,591.22"	4902 	0				"$30.40 $1,994,591.22"	"$1,994,591.22"	$30.40	$30.40	"$1,994,591.22"	65611.55329
399	"252 Pittsburgh 4643 Centre Ave 82,786 $24.09 $1,994,309.12"	252 	"252 Pittsburgh 4643 Centre Ave 82,786 $24.09 $1,994,309.12"	252 	0				"$24.09 $1,994,309.12"	"$1,994,309.12"	$24.09	$24.09	"$1,994,309.12"	82785.76671
400	"4803 Pen Argyl 1375 Blue Valley Dr 78,252 $25.46 $1,992,403.69"	4803 	"4803 Pen Argyl 1375 Blue Valley Dr 78,252 $25.46 $1,992,403.69"	4803 	0				"$25.46 $1,992,403.69"	"$1,992,403.69"	$25.46	$25.46	"$1,992,403.69"	78256.23291
401	"6509 Mt Pleasant 208 Countryside Plz 73,864 $26.87 $1,984,628.84"	6509 	"6509 Mt Pleasant 208 Countryside Plz 73,864 $26.87 $1,984,628.84"	6509 	0				"$26.87 $1,984,628.84"	"$1,984,628.84"	$26.87	$26.87	"$1,984,628.84"	73860.39598
402	"4818* Bethlehem 3030 Emrick Blvd (Rear) 19,546 $101.53 $1,984,456.41"	4818* 	"4818  Bethlehem 3030 Emrick Blvd (Rear) 19,546 $101.53 $1,984,456.41"	4818 	1				"$101.53 $1,984,456.41"	"$1,984,456.41"	$101.53	$101.53	"$1,984,456.41"	19545.51768
403	"2802 Waynesboro Wayne Heights Mall 1507-1509 E Main St 63,315 $31.30 $1,981,696.25"	2802 	"2802 Waynesboro Wayne Heights Mall 1507-1509 E Main St 63,315 $31.30 $1,981,696.25"	2802 	0				"$31.30 $1,981,696.25"	"$1,981,696.25"	$31.30	$31.30	"$1,981,696.25"	63312.97923
404	"5408 Pottsville 888 Gordon Nagle Trail 67,262 $29.35 $1,974,203.45"	5408 	"5408 Pottsville 888 Gordon Nagle Trail 67,262 $29.35 $1,974,203.45"	5408 	0				"$29.35 $1,974,203.45"	"$1,974,203.45"	$29.35	$29.35	"$1,974,203.45"	67264.17206
405	"1006 Butler 340 Greater Butler Mart 61,437 $32.04 $1,968,547.03"	1006 	"1006 Butler 340 Greater Butler Mart 61,437 $32.04 $1,968,547.03"	1006 	0				"$32.04 $1,968,547.03"	"$1,968,547.03"	$32.04	$32.04	"$1,968,547.03"	61440.29432
406	"283 Natrona Heights Heights Plz 1632 Pacific Ave 75,725 $25.85 $1,957,288.49"	283 	"283 Natrona Heights Heights Plz 1632 Pacific Ave 75,725 $25.85 $1,957,288.49"	283 	0				"$25.85 $1,957,288.49"	"$1,957,288.49"	$25.85	$25.85	"$1,957,288.49"	75717.15629
408	"5127 Philadelphia 2511 W Girard Ave 109,570 $17.73 $1,943,152.34"	5127 	"5127 Philadelphia 2511 W Girard Ave 109,570 $17.73 $1,943,152.34"	5127 	0				"$17.73 $1,943,152.34"	"$1,943,152.34"	$17.73	$17.73	"$1,943,152.34"	109596.8607
409	"5174 Philadelphia Baker’s Centre, Space #6-A 3413 Fox St 69,252 $28.06 $1,943,131.21"	5174 	"5174 Philadelphia Baker’s Centre, Space #6-A 3413 Fox St 69,252 $28.06 $1,943,131.21"	5174 	0				"$28.06 $1,943,131.21"	"$1,943,131.21"	$28.06	$28.06	"$1,943,131.21"	69249.15217
410	"4809 Bath Bath Shopping Ctr 362 S Walnut St 66,259 $29.32 $1,942,668.20"	4809 	"4809 Bath Bath Shopping Ctr 362 S Walnut St 66,259 $29.32 $1,942,668.20"	4809 	0				"$29.32 $1,942,668.20"	"$1,942,668.20"	$29.32	$29.32	"$1,942,668.20"	66257.44202
411	"2218 Hershey 731 Cherry Dr 75,737 $25.64 $1,941,915.17"	2218 	"2218 Hershey 731 Cherry Dr 75,737 $25.64 $1,941,915.17"	2218 	0				"$25.64 $1,941,915.17"	"$1,941,915.17"	$25.64	$25.64	"$1,941,915.17"	75737.72114
412	"5403 Tamaqua 141 N Railroad St 71,429 $26.92 $1,922,817.04"	5403 	"5403 Tamaqua 141 N Railroad St 71,429 $26.92 $1,922,817.04"	5403 	0				"$26.92 $1,922,817.04"	"$1,922,817.04"	$26.92	$26.92	"$1,922,817.04"	71427.08172
413	"2317 Ridley Park 12 E Hinckley Ave 81,265 $23.63 $1,920,273.10"	2317 	"2317 Ridley Park 12 E Hinckley Ave 81,265 $23.63 $1,920,273.10"	2317 	0				"$23.63 $1,920,273.10"	"$1,920,273.10"	$23.63	$23.63	"$1,920,273.10"	81264.20229
414	"4028 Wilkes-Barre 850 Sans Souci Pky 73,490 $26.09 $1,917,562.33"	4028 	"4028 Wilkes-Barre 850 Sans Souci Pky 73,490 $26.09 $1,917,562.33"	4028 	0				"$26.09 $1,917,562.33"	"$1,917,562.33"	$26.09	$26.09	"$1,917,562.33"	73497.98122
415	"6102 Franklin 541 Allegheny Blvd 62,813 $30.51 $1,916,306.07"	6102 	"6102 Franklin 541 Allegheny Blvd 62,813 $30.51 $1,916,306.07"	6102 	0				"$30.51 $1,916,306.07"	"$1,916,306.07"	$30.51	$30.51	"$1,916,306.07"	62809.11406
416	"2325 Aston 3486 Concord Rd, Str 11 83,025 $23.07 $1,915,357.07"	2325 	"2325 Aston 3486 Concord Rd, Str 11 83,025 $23.07 $1,915,357.07"	2325 	0				"$23.07 $1,915,357.07"	"$1,915,357.07"	$23.07	$23.07	"$1,915,357.07"	83023.71348
417	"5202 Hawley Vill Ctr At Lords Valley Hc8 Box 8416, Rt 739 71,775 $26.52 $1,903,596.08"	5202 	"5202 Hawley Vill Ctr At Lords Valley Hc8 Box 8416, Rt 739 71,775 $26.52 $1,903,596.08"	5202 	0				"$26.52 $1,903,596.08"	"$1,903,596.08"	$26.52	$26.52	"$1,903,596.08"	71779.64103
418	"9210 Verona Community Plz 1103 Milltown Rd 74,332 $25.52 $1,897,310.88"	9210 	"9210 Verona Community Plz 1103 Milltown Rd 74,332 $25.52 $1,897,310.88"	9210 	0				"$25.52 $1,897,310.88"	"$1,897,310.88"	$25.52	$25.52	"$1,897,310.88"	74346.03762
419	"1008 Slippery Rock Slippery Rock Plz, Ste 2 223 Grove City Rd 74,618 $25.36 $1,891,967.89"	1008 	"1008 Slippery Rock Slippery Rock Plz, Ste 2 223 Grove City Rd 74,618 $25.36 $1,891,967.89"	1008 	0				"$25.36 $1,891,967.89"	"$1,891,967.89"	$25.36	$25.36	"$1,891,967.89"	74604.41207
420	"1304 Lehighton 143 South St 68,558 $27.50 $1,885,097.51"	1304 	"1304 Lehighton 143 South St 68,558 $27.50 $1,885,097.51"	1304 	0				"$27.50 $1,885,097.51"	"$1,885,097.51"	$27.50	$27.50	"$1,885,097.51"	68549.00036
421	"610 Kenhorst 300 Kenhorst Plz 77,609 $24.28 $1,884,042.80"	610 	"610 Kenhorst 300 Kenhorst Plz 77,609 $24.28 $1,884,042.80"	610 	0				"$24.28 $1,884,042.80"	"$1,884,042.80"	$24.28	$24.28	"$1,884,042.80"	77596.49094
422	"4107 Montoursville 803 N Loyalsock Ave 65,881 $28.54 $1,880,370.09"	4107 	"4107 Montoursville 803 N Loyalsock Ave 65,881 $28.54 $1,880,370.09"	4107 	0				"$28.54 $1,880,370.09"	"$1,880,370.09"	$28.54	$28.54	"$1,880,370.09"	65885.42712
423	"2517 Erie 3412 W Lake Rd 53,946 $34.82 $1,878,602.39"	2517 	"2517 Erie 3412 W Lake Rd 53,946 $34.82 $1,878,602.39"	2517 	0				"$34.82 $1,878,602.39"	"$1,878,602.39"	$34.82	$34.82	"$1,878,602.39"	53951.82051
424	"2402 St Marys St Marys Plz Shopping Ctr 832 S St Marys Rd 59,473 $31.58 $1,878,313.72"	2402 	"2402 St Marys St Marys Plz Shopping Ctr 832 S St Marys Rd 59,473 $31.58 $1,878,313.72"	2402 	0				"$31.58 $1,878,313.72"	"$1,878,313.72"	$31.58	$31.58	"$1,878,313.72"	59477.95187
425	"3505 Old Forge 305 S Main St 60,277 $31.12 $1,875,844.52"	3505 	"3505 Old Forge 305 S Main St 60,277 $31.12 $1,875,844.52"	3505 	0				"$31.12 $1,875,844.52"	"$1,875,844.52"	$31.12	$31.12	"$1,875,844.52"	60277.78021
426	"3605 Manheim Manheim Shopping Ctr 97 Doe Run Rd 67,138 $27.85 $1,869,678.49"	3605 	"3605 Manheim Manheim Shopping Ctr 97 Doe Run Rd 67,138 $27.85 $1,869,678.49"	3605 	0				"$27.85 $1,869,678.49"	"$1,869,678.49"	$27.85	$27.85	"$1,869,678.49"	67133.87756
427	"617 Womelsdorf Tulpehocken Village Shopping Ctr 430 N Third St 62,702 $29.74 $1,864,532.73"	617 	"617 Womelsdorf Tulpehocken Village Shopping Ctr 430 N Third St 62,702 $29.74 $1,864,532.73"	617 	0				"$29.74 $1,864,532.73"	"$1,864,532.73"	$29.74	$29.74	"$1,864,532.73"	62694.44284
428	"202 Verona River Town Shops 90 Allegheny River Blvd 67,880 $27.45 $1,863,572.01"	202 	"202 Verona River Town Shops 90 Allegheny River Blvd 67,880 $27.45 $1,863,572.01"	202 	0				"$27.45 $1,863,572.01"	"$1,863,572.01"	$27.45	$27.45	"$1,863,572.01"	67889.69071
429	"4106 Williamsport 2067 Lycoming Creek Rd 67,877 $27.36 $1,857,303.24"	4106 	"4106 Williamsport 2067 Lycoming Creek Rd 67,877 $27.36 $1,857,303.24"	4106 	0				"$27.36 $1,857,303.24"	"$1,857,303.24"	$27.36	$27.36	"$1,857,303.24"	67883.89035
430	"2513 Erie E Erie PlZ Shopping Ctr 828 E Sixth St 73,149 $25.24 $1,846,425.69"	2513 	"2513 Erie E Erie PlZ Shopping Ctr 828 E Sixth St 73,149 $25.24 $1,846,425.69"	2513 	0				"$25.24 $1,846,425.69"	"$1,846,425.69"	$25.24	$25.24	"$1,846,425.69"	73154.74208
431	"2108 Enola Summerdale Plz Shopping Ctr 443 N Enola Rd 64,880 $28.43 $1,844,271.43"	2108 	"2108 Enola Summerdale Plz Shopping Ctr 443 N Enola Rd 64,880 $28.43 $1,844,271.43"	2108 	0				"$28.43 $1,844,271.43"	"$1,844,271.43"	$28.43	$28.43	"$1,844,271.43"	64870.60957
432	"2520 Girard Imperial Point Plz 9135 Ridge Rd 63,173 $29.02 $1,833,413.77"	2520 	"2520 Girard Imperial Point Plz 9135 Ridge Rd 63,173 $29.02 $1,833,413.77"	2520 	0				"$29.02 $1,833,413.77"	"$1,833,413.77"	$29.02	$29.02	"$1,833,413.77"	63177.59373
433	"273 Pittsburgh 3202 Brighton Rd 90,547 $19.92 $1,803,397.13"	273 	"273 Pittsburgh 3202 Brighton Rd 90,547 $19.92 $1,803,397.13"	273 	0				"$19.92 $1,803,397.13"	"$1,803,397.13"	$19.92	$19.92	"$1,803,397.13"	90531.98444
